SARNA.NET PATH	PLANET NAME	COORDINATES	3025 AFFILIATION
/wiki/Algorab	Algorab	-114.84:13.77	Lyran Commonwealth
/wiki/Algot	Algot	85.82:-82.77	Federated Suns
/wiki/Alhena	Alhena	-82.47:-14.52	Free Worlds League
/wiki/Alioth	Alioth	-58.94:13.91	Lyran Commonwealth
/wiki/Alkaid	Alkaid	-94.10:47.00	Lyran Commonwealth
/wiki/Alkalurops	Alkalurops	-35.94:45.19	Lyran Commonwealth
/wiki/Alkes	Alkes	-114.78:-30.81	Free Worlds League
/wiki/Alktral	Alktral	724.38:250.53	No record
/wiki/All_Dawn	All Dawn	-459.31:154.02	Independent world
/wiki/Alleghe	Alleghe	-9.84:406.05	Draconis Combine
/wiki/Allerton	Allerton	263.40:7.19	Federated Suns
/wiki/Alma_Alta	Alma Alta	-183.57:186.07	Lyran Commonwealth
/wiki/Almach	Almach	100.80:-61.57	Federated Suns
/wiki/Almunge	Almunge	163.62:397.00	Draconis Combine
/wiki/Alnadal	Alnadal	157.31:20.19	No record
/wiki/Alnasl	Alnasl	2.84:116.02	Draconis Combine
/wiki/Alorton	Alorton	-353.64:-85.87	Free Worlds League
/wiki/Alpha_Eridani	Alpha Eridani	77.29:-32.36	Capellan Confederation
/wiki/Alphard_(FWL)	Alphard (FWL)	-65.40:-52.00	Free Worlds League
/wiki/Alphard_(MH)	Alphard	-406.22:-298.38	Marian Hegemony
/wiki/Alphecca	Alphecca	-46.78:61.98	Lyran Commonwealth
/wiki/Alpheratz	Alpheratz	502.78:152.89	Outworlds Alliance
/wiki/Alrakis	Alrakis	-19.91:81.89	Draconis Combine
/wiki/Alrescha	Alrescha	84.52:-49.42	Capellan Confederation
/wiki/Alsek	Alsek	315.62:-238.12	Federated Suns
/wiki/Alshain	Alshain	58.34:278.85	Draconis Combine
/wiki/Alta	Alta	-191.25:-218.100	No record
/wiki/Alta_Vista	Alta Vista	506.64:12.88	Federated Suns
/wiki/Altair	Altair	8.84:13.75	Draconis Combine
/wiki/Altais	Altais	37.22:109.81	Draconis Combine
/wiki/Altdorf	Altdorf	333.19:119.37	Draconis Combine
/wiki/Altenmarkt	Altenmarkt	13.69:223.81	Draconis Combine
/wiki/Alterf	Alterf	-203.99:-154.87	Free Worlds League
/wiki/Althastan	Althastan	-432.45:-26.15	Lyran Commonwealth
/wiki/Althea%27s_Choice	Althea's Choice	380.17:-340.19	Taurian Concordat
/wiki/Alto	Alto	106.48:-194.18	No record
/wiki/Altona	Altona	283.55:421.58	Draconis Combine
/wiki/Altoona_(FS)	Altoona (FS)	550.57:-4.18	Federated Suns
/wiki/Altoona_(LC)	Altoona (LC)	-256.61:-6.27	No record
/wiki/Altorra	Altorra	-2.85:-263.50	Capellan Confederation
/wiki/Alula_Borealis	Alula Borealis	-259.00:-54.08	Free Worlds League
/wiki/Alya	Alya	26.36:96.63	Draconis Combine
/wiki/Alyina	Alyina	-134.91:340.91	Lyran Commonwealth
/wiki/Ambatomainty	Ambatomainty	701.41:175.02	No record
/wiki/Amber	Amber	281.99:-377.92	No record
/wiki/Amber_Grove	Amber Grove	272.88:-362.39	Taurian Concordat
/wiki/Ambergrist	Ambergrist	83.48:-257.55	Capellan Confederation
/wiki/Ambrose	Ambrose	-226.18:427.52	No record
/wiki/Amiga	Amiga	165.17:-84.57	Federated Suns
/wiki/Amity	Amity	-128.96:-30.81	Free Worlds League
/wiki/Amminadav	Amminadav	-411.25:199.52	Lyran Commonwealth
/wiki/Ammon_(OA)	Ammon (OA)	624.27:213.18	No record
/wiki/Amu_Darya	Amu Darya	33.41:-338.23	No record
/wiki/An_Ting	An Ting	301.65:109.81	Draconis Combine
/wiki/Anaea	Anaea	141.28:-115.62	No record
/wiki/Anaheim	Anaheim	299.33:-311.76	Federated Suns
/wiki/Ancha	Ancha	75.47:36.14	Draconis Combine
/wiki/Andalusia	Andalusia	391.34:-109.17	Federated Suns
/wiki/Andarmax	Andarmax	-3.38:-386.49	Capellan Confederation
/wiki/Andelys	Andelys	455.04:-58.52	No record
/wiki/Andiron	Andiron	-424.48:-47.39	Circinus Federation
/wiki/Andro	Andro	144.75:-173.00	Federated Suns
/wiki/Andurien	Andurien	-41.34:-315.25	Free Worlds League
/wiki/Anegasaki	Anegasaki	-49.38:-216.71	Free Worlds League
/wiki/Anembo	Anembo	-288.73:314.79	Lyran Commonwealth
/wiki/Angell	Angell	-98.23:-84.06	Free Worlds League
/wiki/Angelsey	Angelsey	124.22:-88.22	No record
/wiki/Angol	Angol	87.88:-38.82	Federated Suns
/wiki/Angra	Angra	390.62:-361.19	No record
/wiki/Anguilla	Anguilla	411.78:79.28	Federated Suns
/wiki/Anjin_Muerto	Anjin Muerto	586.51:-78.11	Federated Suns
/wiki/Ankaa	Ankaa	74.70:-9.36	Federated Suns
/wiki/Anklan	Anklan	-861.92:780.19	?
/wiki/Ankolika	Ankolika	-217.17:-221.27	Free Worlds League
/wiki/Annapolis	Annapolis	164.65:130.75	Draconis Combine
/wiki/Annunziata	Annunziata	-240.17:358.74	Lyran Commonwealth
/wiki/Annwyn	Annwyn	-297.18:71.30	No record
/wiki/Antallos_(Port_Krin)	Antallos (Port Krin)	463.23:281.42	Independent world
/wiki/Antares	Antares	-124.89:297.73	Lyran Commonwealth
/wiki/Antias	Antias	-33.24:-385.42	No record
/wiki/Antietam	Antietam	330.86:-137.02	Federated Suns
/wiki/Antipolo	Antipolo	-94.87:-268.85	Free Worlds League
/wiki/Antwerp	Antwerp	-668.90:869.79	?
/wiki/Anywhere	Anywhere	-167.21:436.03	Lyran Commonwealth
/wiki/Aodh	Aodh	-40.21:-195.32	No record
/wiki/Aomen	Aomen	-18.81:-323.12	No record
/wiki/Aosia	Aosia	112.62:-141.19	No record
/wiki/Apinzel	Apinzel	-447.89:113.69	No record
/wiki/Apolakkia	Apolakkia	-116.38:340.39	Lyran Commonwealth
/wiki/Apollo_(system)	Apollo (system)	-129.64:432.46	Lyran Commonwealth
/wiki/Apostica	Apostica	-59.71:155.31	Lyran Commonwealth
/wiki/Appian	Appian	44.14:-466.75	No record
/wiki/Apriki	Apriki	173.19:121.45	Draconis Combine
/wiki/Apsalar	Apsalar	-121.36:562.12	?
/wiki/Aquagea	Aquagea	-56.90:-402.98	No record
/wiki/Aquavita	Aquavita	-296.54:59.91	No record
/wiki/Aquileia	Aquileia	-88.44:-27.88	No record
/wiki/Aragon	Aragon	-667.35:1127.05	?
/wiki/Asturias	Asturias	-718.97:1102.76	?
/wiki/C%C3%B3rdoba	Córdoba	-689.24:1151.60	?
/wiki/Arboris	Arboris	43.16:-51.49	Capellan Confederation
/wiki/Arc-Royal	Arc-Royal	-170.39:226.58	Lyran Commonwealth
/wiki/Arcadia_(Clan)	Arcadia (Clan)	-115.56:1607.54	Clan Ghost Bear / Clan Star Adder / Clan Steel Viper
/wiki/Arcadia_(FS)	Arcadia (FS)	253.74:-88.60	No record
/wiki/Arcadia_(LC)	Arcadia (LC)	-186.34:-8.06	Lyran Commonwealth
/wiki/Arcturus	Arcturus	-78.01:174.44	Lyran Commonwealth
/wiki/Ardoz	Ardoz	46.26:245.78	Draconis Combine
/wiki/Ares_(planet)	Ares (planet)	95.38:-173.99	Capellan Confederation
/wiki/Arganda	Arganda	-154.82:36.14	Lyran Commonwealth
/wiki/Argos	Argos	177.46:-484.34	No record
/wiki/Argyle	Argyle	255.38:-109.17	Federated Suns
/wiki/Ariel	Ariel	-115.77:-98.53	Free Worlds League
/wiki/Aristotle	Aristotle	-183.57:65.09	Lyran Commonwealth
/wiki/Arkab	Arkab	77.29:200.80	Draconis Combine
/wiki/Arlanda	Arlanda	-300.53:380.65	No record
/wiki/Arlington	Arlington	212.74:99.73	Draconis Combine
/wiki/Arluna	Arluna	-281.49: 333.92	Lyran Commonwealth
/wiki/Armaxa	Armaxa	106.48:-205.81	Capellan Confederation
/wiki/Armington	Armington	420.82:-303.74	Federated Suns
/wiki/Armstrong	Armstrong	-488.30:12.61	?
/wiki/Arnaudville	Arnaudville	583.66:36.66	Federated Suns
/wiki/Arromanches	Arromanches	431.23:36.68	No record
/wiki/Artru	Artru	166.00:-469.81	No record
/wiki/Arundel	Arundel	595.21:-121.35	No record
/wiki/As_Samik	As Samik	346.89:-286.69	Federated Suns
/wiki/Ascella	Ascella	20.93:74.40	Draconis Combine
/wiki/Asellus_Australis	Asellus Australis	-100.01:-113.83	Free Worlds League
/wiki/Asellus_Borealis	Asellus Borealis	-100.61:-118.19	Free Worlds League
/wiki/Asgard	Asgard	126.65:266.20	Draconis Combine
/wiki/Ashburton	Ashburton	-263.45:-139.90	Free Worlds League
/wiki/Ashio	Ashio	73.57:66.75	Draconis Combine
/wiki/Ashkum	Ashkum	111.92:-101.15	Capellan Confederation
/wiki/Ashley	Ashley	164.39:-308.39	Federated Suns
/wiki/Aspropirgos	Aspropirgos	-119.14:-380.55	Free Worlds League
/wiki/Asta	Asta	4.13:25.54	Draconis Combine
/wiki/Astrokaszy	Astrokaszy	-290.63:-315.41	Independent world
/wiki/Asuncion	Asuncion	5.17:-101.64	Free Worlds League
/wiki/Athenry	Athenry	17.57:30.97	Draconis Combine
/wiki/Athna	Athna	-27.06:-354.27	No record
/wiki/Atlas_(planet)	Atlas (planet)	157.42:-244.07	Federated Suns
/wiki/Atocongo	Atocongo	-170.88:245.26	Lyran Commonwealth
/wiki/Atreus_(Clan_planet)	Atreus (Clan planet)	71.78:1732.83	Clan Smoke Jaguar / Clan Fire Mandrill / Clan Ice Hellion
/wiki/Atreus_(FWL)	Atreus	-191.07:-163.78	Free Worlds League
/wiki/Atreus_Prime	Atreus Prime	227.71:-373.56	Taurian Concordat
/wiki/Atria	Atria	-16.03:51.65	Draconis Combine
/wiki/Atsugi	Atsugi	-201.11:-227.22	Free Worlds League
/wiki/Attenbrooks	Attenbrooks	-71.71:985.31	?
/wiki/Atzenbrugg	Atzenbrugg	-377.64:-176.57	Free Worlds League
/wiki/Aubisson	Aubisson	4.39:146.51	Draconis Combine
/wiki/Aucara	Aucara	176.54:-296.30	Federated Suns
/wiki/August	August	-124.02:-115.59	No record
/wiki/Augusta	Augusta	282.27:-99.05	Federated Suns
/wiki/Augustine	Augustine	-43.70:-76.82	Free Worlds League
/wiki/Auldhouse	Auldhouse	-51.01:139.20	Lyran Commonwealth
/wiki/Aur	Aur	-146.80:134.37	Lyran Commonwealth
/wiki/Australia	Australia	-304.30:289.47	Lyran Commonwealth
/wiki/Autumn_Wind	Autumn Wind	-167.51:-87.42	Free Worlds League
/wiki/Avawatz	Avawatz	164.91:-29.51	Federated Suns
/wiki/Avellaneda	Avellaneda	-57.65:-82.24	Free Worlds League
/wiki/Avigait	Avigait	153.02:-275.09	Federated Suns
/wiki/Avior	Avior	-116.87:-163.19	Free Worlds League
/wiki/Avon	Avon	150.09:250.80	Draconis Combine
/wiki/Avranches	Avranches	324.65:102.40	?
/wiki/Awano	Awano	95.90:160.99	Draconis Combine
/wiki/Awyron	Awyron	-265.18:411.66	No record
/wiki/Axton	Axton	127.17:-113.24	Federated Suns
/wiki/Ayacucho	Ayacucho	-403.31:52.94	Lyran Commonwealth
/wiki/Aylmer	Aylmer	-390.83:-141.98	Free Worlds League
/wiki/Ayn_Tarma	Ayn Tarma	-172.47:-302.75	Free Worlds League
/wiki/Azha	Azha	53.76:-51.49	Capellan Confederation
/wiki/Azur	Azur	651.30:257.75	No record
/wiki/Babaeski	Babaeski	-137.59:307.82	Lyran Commonwealth
/wiki/Babuyan	Babuyan	87.88:223.29	Draconis Combine
/wiki/Babylon	Babylon	-123.41:1599.63	Clans
/wiki/Baccalieu	Baccalieu	-404.74:-334.76	Marian Hegemony
/wiki/Bacum	Bacum	157.15:-289.26	Federated Suns
/wiki/Bad_News	Bad News	422.12:195.37	Draconis Combine
/wiki/Badlands	Badlands	421.69:-354.20	No record
/wiki/Baggville	Baggville	-308.21:330.43	No record
/wiki/Bahl%27s_Retreat	Bahl's Retreat	149.80:-163.60	No record
/wiki/Bainsville	Bainsville	-141.44:-83.29	Free Worlds League
/wiki/Baker_3	Baker	-104.47:324.10	5	Lyran Commonwealth
/wiki/Baldur	Baldur	79.88:188.11	Draconis Combine
/wiki/Baliggora	Baliggora	590.77:154.37	Outworlds Alliance
/wiki/Balkan	Balkan	-32.85:85.03	No record
/wiki/Ballad_II	Ballad II	-269.75:-465.07	No record
/wiki/Ballalaba	Ballalaba	-401.67:-352.79	Marian Hegemony
/wiki/Ballentine	Ballentine	236.55:21.57	No record
/wiki/Ballynure	Ballynure	-82.20:246.30	Lyran Commonwealth
/wiki/Balsta	Balsta	28.94:412.77	Draconis Combine
/wiki/Baltar	Baltar	488.64:-362.60	No record
/wiki/Baltazar_III	Baltazar III	-440.09:-59.55	Circinus Federation
/wiki/Bamburgh	Bamburgh	607.35:-136.46	No record
/wiki/Ban_Na_San	Ban Na San	359.81:220.70	Draconis Combine
/wiki/Bandora	Bandora	13.18:-177.37	Capellan Confederation
/wiki/Banfora	Banfora	-98.06:-349.68	No record
/wiki/Bangor	Bangor	176.54:349.72	Draconis Combine
/wiki/Bannerhoft	Bannerhoft	550.56:285.39	No record
/wiki/Banori	Banori	494.25:124.12	Outworlds Alliance
/wiki/Barada	Barada	?	?	?	Apocryphal
/wiki/Barahona	Barahona	684.66:284.05	No record
/wiki/Baranda	Baranda	449.45:-259.03	Federated Suns
/wiki/Barcella	Barcella	-23.73:1894.96	Clan Nova Cat / Clan Ice Hellion / Clan Jade Falcon
/wiki/Barcelona	Barcelona	-204.78:411.47	Lyran Commonwealth
/wiki/Barlaston	Barlaston	-123.60:-266.57	Free Worlds League
/wiki/Barlow%27s_End	Barlow's End	304.50:63.03	Federated Suns
/wiki/Barlow%27s_Folly	Barlow's Folly	173.19:66.91	Draconis Combine
/wiki/Barras	Barras	20.92:-354.18	Capellan Confederation
/wiki/Barstow	Barstow	170.60:-40.89	Federated Suns
/wiki/Bartrock	Bartrock	590.65:-148.15	No record
/wiki/Baruun_Urt	Baruun Urt	105.58:237.73	Draconis Combine
/wiki/Baryshevo	Baryshevo	-350.49:235.44	Lyran Commonwealth
/wiki/Basalt	Basalt	66.16:-29.00	Federated Suns
/wiki/Basantapur	Basantapur	364.47:-284.41	Federated Suns
/wiki/Basiliano	Basiliano	-36.97:341.43	Draconis Combine
/wiki/Bass	Bass	-218.51:-353.60	Magistracy of Canopus
/wiki/Bassfield	Bassfield	588.83:4.87	Federated Suns
/wiki/Bastian	Bastian	297.26:-160.02	Federated Suns
/wiki/Bastrop	Bastrop	563.40:61.71	Federated Suns
/wiki/Batajnica	Batajnica	-369.91:118.35	Lyran Commonwealth
/wiki/Batavia	Batavia	201.10:-55.36	Federated Suns
/wiki/Battaraigi	Battaraigi	-193.91:495.75	?
/wiki/Baxley	Baxley	432.20:-150.01	Federated Suns
/wiki/Baxter	Baxter	-31.29:112.66	Lyran Commonwealth
/wiki/Bayeux	Bayeux	551.92:-52.64	No record
/wiki/Bayindir	Bayindir	-242.75:-296.30	Free Worlds League
/wiki/Bayis_II	Bayis II	-254.16:166.53	No record
/wiki/Bazaar	Bazaar	23.56:754.29	?
/wiki/Bearclaw	Bearclaw	149.36:1722.12	Clans
/wiki/Beaumont	Beaumont	583.94:39.76	Federated Suns
/wiki/Beauvais	Beauvais	-500.21:204.07	?
/wiki/Beckars	Beckars	-510.10:128.99	?
/wiki/Bedeque	Bedeque	-124.59:-77.34	Free Worlds League
/wiki/Beecher	Beecher	183.78:-50.20	Federated Suns
/wiki/Beenleigh	Beenleigh	183.78:-268.85	Federated Suns
/wiki/Beid	Beid	124.59:-243.77	Federated Suns
/wiki/Beils	Beils	155.18:190.34	?
/wiki/Belacruz	Belacruz	378.02:179.12	No record
/wiki/Belaire	Belaire	334.49:-274.30	Federated Suns
/wiki/Belamor	Belamor	61.81:-293.80	No record
/wiki/Bell	Bell	104.16:-109.87	Capellan Confederation
/wiki/Bell_(OA)	Bell (OA)	535.24:221.31	No record
/wiki/Bella_I	Bella I	-259.29:-44.25	Free Worlds League
/wiki/Belladonna	Belladonna	262.88:-124.64	Federated Suns
/wiki/Bellatrix	Bellatrix	54.28:-351.61	Capellan Confederation
/wiki/Belle_Isle	Belle Isle	445.27:-451.75	No record
/wiki/Bellevue	Bellevue	328.03:-57.68	Federated Suns
/wiki/Belluevue	Belluevue	-0.03:-79.90	No record
/wiki/Benedict	Benedict	473.29:-11.43	Federated Suns
/wiki/Benet	Benet	262.88:58.11	Federated Suns
/wiki/Benfled	Benfled	-72.91:260.77	Lyran Commonwealth
/wiki/Benjamin	Benjamin	123.98:134.53	Draconis Combine
/wiki/Bensinger	Bensinger	-128.76:444.56	Lyran Commonwealth
/wiki/Bentley	Bentley	-6.98:-233.76	Capellan Confederation
/wiki/Beowulf_(planet)	Beowulf (planet)	-124.15:507.22	?
/wiki/Berenson	Berenson	-13.70:-71.13	Free Worlds League
/wiki/Bergen	Bergen	-767.17:741.27	?
/wiki/Bergman%27s_Planet	Bergman's Planet	265.98:74.91	Federated Suns
/wiki/Bergtatt	Bergtatt	117.22:-375.03	No record
/wiki/Bernardo	Bernardo	-21.21:-94.60	Free Worlds League
/wiki/Bessarabia	Bessarabia	-25.61:276.80	Draconis Combine
/wiki/Beta_Mensae_V	Beta Mensae V	317.16:129.20	Draconis Combine
/wiki/Beta_Regulus_II	Beta Regulus II	-201.45:276.41	No record
/wiki/Beta_VII	Beta VII	-154.82:384.33	Lyran Commonwealth
/wiki/Betelgeuse	Betelgeuse	5.67:-306.90	Capellan Confederation
/wiki/Beten_Kaitos	Beten Kaitos	167.16:-112.91	Federated Suns
/wiki/Bethel	Bethel	140.62:-184.11	Federated Suns
/wiki/Bethonolog	Bethonolog	-187.95:-358.00	Magistracy of Canopus
/wiki/Bettendorf	Bettendorf	264.95:25.80	Federated Suns
/wiki/Bex	Bex	32.25:-46.08	No record
/wiki/Bhaktapur	Bhaktapur	24.47:-78.52	No record
/wiki/Bharat	Bharat	58.93:-41.67	Capellan Confederation
/wiki/Bhykov	Bhykov	70.05:-228.30	No record
/wiki/Bicester	Bicester	148.63:227.95	Draconis Combine
/wiki/Biegga	Biegga	-189.76:382.35	No record
/wiki/Biham	Biham	71.85:36.65	Draconis Combine
/wiki/Bilma	Bilma	111.21:321.11	?
/wiki/Biloela	Biloela	-351.28:-12.71	Lyran Commonwealth
/wiki/Binyang	Binyang	-370.41:21.41	Lyran Commonwealth
/wiki/Biota	Biota	-44.74:271.63	Lyran Commonwealth
/wiki/Birmensdorf	Birmensdorf	383.08:-270.93	Federated Suns
/wiki/Birqash	Birqash	275.80:-266.27	Federated Suns
/wiki/Bismarck_(planet)	Bismarck (planet)	-245.32:-264.98	Free Worlds League
/wiki/Bithinia	Bithinia	-18.88:-178.46	Capellan Confederation
/wiki/Biuque	Biuque	-223.12:245.01	Lyran Commonwealth
/wiki/Bjarred	Bjarred	243.39:408.68	Draconis Combine
/wiki/Bjornlunda	Bjornlunda	-149.97:88.35	Lyran Commonwealth
/wiki/Black_Earth	Black Earth	-180.40:393.64	Lyran Commonwealth
/wiki/Blackjack_(planet)	Blackjack (planet)	-156.91:364.43	Lyran Commonwealth
/wiki/Blackstone	Blackstone	-123.88:473.52	Oberon Confederation
/wiki/Blair_Atholl	Blair Atholl	-98.76:271.12	Lyran Commonwealth
/wiki/Blandinsville	Blandinsville	227.99:-32.87	Federated Suns
/wiki/Blandou	Blandou	120.87:-280.96	No record
/wiki/Blantleff	Blantleff	-467.61:-115.77	Lothian League
/wiki/Blida	Blida	168.30:-240.21	No record
/wiki/Blommestein	Blommestein	724.78:222.87	No record
/wiki/Blue_Diamond	Blue Diamond	-41.62:181.42	Lyran Commonwealth
/wiki/Blue_Hole	Blue Hole	-186.65:348.67	Lyran Commonwealth
/wiki/Blue_Sava	Blue Sava	-33.31:-66.81	No record
/wiki/Blueys	Blueys	601.61:296.35	No record
/wiki/Bluford	Bluford	447.44:-80.18	Federated Suns
/wiki/Blumenort	Blumenort	-208.84:296.45	Lyran Commonwealth
/wiki/Boara	Boara	-310.77:481.44	?
/wiki/Boardwalk	Boardwalk	-13.70:-197.58	Capellan Confederation
/wiki/Bob	Bob	440.69:243.84	No record
/wiki/Bobruisk	Bobruisk	-336.19:-15.48	Lyran Commonwealth
/wiki/Bodnath	Bodnath	157.54:-259.22	No record
/wiki/Boeotia	Boeotia	160.82:-136.23	No record
/wiki/Bogard	Bogard	269.34:-32.36	Federated Suns
/wiki/Bogerth	Bogerth	67.94:-256.43	No record
/wiki/Bogrib	Bogrib	-139.18:-305.87	No record
/wiki/Bolan	Bolan	-277.97:5.19	Lyran Commonwealth
/wiki/Bonaire	Bonaire	-44.04:-96.42	No record
/wiki/Bondurant	Bondurant	-162.86:-45.28	Free Worlds League
/wiki/Bone-Norman	Bone-Norman	-185.36:424.92	Lyran Commonwealth
/wiki/Bonneau	Bonneau	396.27:-165.97	Federated Suns
/wiki/Booker	Booker	-237.65:-357.78	Magistracy of Canopus
/wiki/Boondock	Boondock	590.90:21.41	Federated Suns
/wiki/Bora	Bora	38.77:-157.74	Capellan Confederation
/wiki/Borden	Borden	51.43:-370.73	Capellan Confederation
/wiki/Bordon	Bordon	-63.08:-33.39	Free Worlds League
/wiki/Borgan%27s_Rift	Borgan's Rift	-105.06:-412.09	Magistracy of Canopus
/wiki/Borghese	Borghese	-79.28:210.53	Lyran Commonwealth
/wiki/Borka	Borka	-56.60:-325.64	No record
/wiki/Bornal	Bornal	395.84:-140.36	No record
/wiki/Bossangoa	Bossangoa	731.85:277.42	No record
/wiki/Botany_Bay	Botany Bay	-177.83:483.08	Morgraine's Valkyrate
/wiki/Bothwell	Bothwell	482.58:23.94	No record
/wiki/Bougie	Bougie	-505.77:215.46	?
/wiki/Boulsi	Boulsi	778.12:189.99	No record
/wiki/Bountiful_Harvest	Bountiful Harvest	-137.28:261.03	Lyran Commonwealth
/wiki/Bowang	Bowang	-315.09:-159.33	Free Worlds League
/wiki/Braben%27s_Frontier	Braben's Frontier	580.48:206.47	No record
/wiki/Brabent	Brabent	174.02:-192.58	No record
/wiki/Brailsford	Brailsford	327.49:385.14	Draconis Combine
/wiki/Brank	Brank	-462.01:293.02	No record
/wiki/Branzoll	Branzoll	207.09:-175.17	No record
/wiki/Brasha	Brasha	436.57:194.87	Outworlds Alliance
/wiki/Braum	Braum	103.72:-315.56	No record
/wiki/Braunschweig	Braunschweig	-687.00:849.97	?
/wiki/Braunton	Braunton	129.24:237.24	Draconis Combine
/wiki/Breed	Breed	195.41:39.75	Federated Suns
/wiki/Bremen_(HL)	Bremen (HL)	-792.07:806.46	?
/wiki/Bremen_(RWR)	Bremen (RWR)	-472.11:338.42	No record
